,Unnamed: 0,text,screen_name,len,retweet,russia,SeanHannity,Mueller,clinton,sentiment,sentiment_mixed,sentiment_negative,sentiment_neutral,sentiment_positive
11,11,"@CoreyLMJones: Mark Zuckerberg said that Facebook censors “hate speech.”

Liberals define “hate speech” as:
-Supporting Trump
-Being Pro…",MikeypoosFilms,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
12,12,"@ABC: Sen. Chuck Schumer: ""President Trump, America has been around for over two-and-a-half centuries. An investigation of your personal…",LookItUpJones,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
13,13,@ryan_trollip: Of course he will https://t.co/aCgEuLY8rN,Wellness4You13,59,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
14,14,@JoyAnnReid: The “if Trump fired Mueller Republicans would abandon him” crowd are dreaming. https://t.co/cQtKmyiFCC,iamfoffey,118,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
15,15,@BillKristol: I'm honored to be a founding director of Republicans for the Rule of Law. You (and President Trump) can see our first TV a…,Carla__Wright,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
16,16,@DennisDMZ Pretty sure Trump is about to take some of his frustration out on Syria. Where's the rest of the world B… https://t.co/oQjwyvn9gr,EmojiVader,140,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
17,17,"Two ironies from the last election cycle stand out for me - the incessant attacks on the Koch Brothers by Reid, et… https://t.co/ng2i91vU6P",LoufromCT,139,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
18,18,"White House says it's ""been advised"" that tRump has the power to fire special counsel Mueller via @bpolitics",atmorehead,108,0,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
19,19,"@RWPUSA: The House and Senate should be considering firing Trump. It’s time.

Trump considering firing Rosenstein to check Mueller @CNNP…",appreciate1954,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
20,20,@goodoldcatchy: The 30 years from 1987 (the vote to abolish the Fairness Doctrine) to 2017 will be seen by historians as the pre-Trump e…,jljac1313,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
21,21,@goodoldcatchy: The 30 years from 1987 (the vote to abolish the Fairness Doctrine) to 2017 will be seen by historians as the pre-Trump e…,ToesMc,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
22,22,"@HarleyRouda: @RepAdamSchiff Trump sued a group of lenders led by Deutsche Bank for $3 billion. 

Trump: The financial crisis was the eq…",caraleeacs,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
23,23,@ktumulty: “I almost never meet a Trump supporter who has become disillusioned. I often meet Republicans who were once ambivalent but wh…,feder400,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
24,24,@AnneRiceAuthor: No wonder I can't sleep. https://t.co/ZW8391piFZ,gabymart98,68,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
25,25,@RealSaavedra: Members of the Alabama Crimson Tide football team prayed for President Donald Trump today when the team visited the White…,lauralvpb,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
26,26,War is Terrorism  | must find a different game | #blockchainrevolution #BDS | https://t.co/Wl8enbRa9e https://t.co/ay8rYumUYn,norwind,125,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
27,27,@SethAbramson: PLEASE RT If you strenuously and unambiguously object to Trump firing Deputy Attorney General Rosenstein or Special Couns…,Liz_Rawson,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
28,28,@chrislhayes: THE WARRANT WAS OBTAINED BY THE US ATTORNEY FOR THE SOUTHERN DISTRICT OF NEW YORK WHO IS A TRUMP APPOINTEE (not shouting a…,kanakuna,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
29,29,@ElderLansing: POTUS Trump I urge you to go for broke and fire Mueller. No matter what the Dumbocrats will seek impeachment. And for God…,1_WILD_WOMAN,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
30,30,"@mckaycoppins: Tonight's #frontlinePBS doc on Trump &amp; the GOP ends with @SykesCharlie: ""In a Faustian bargain, remember, you often get w…",Watchingtheflow,144,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
31,31,Step up @SpeakerRyan https://t.co/qLpW0Kwayl,AngelaBN86,44,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
32,32,"Raid on Michael Cohen's home likely executed after significant evidence was found in Mueller probe, analyst says -T… https://t.co/clWd0afVft",LarryMcelhiney,140,0,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
33,33,"@Stonekettle: Ultimately, what Republicans fear most is that Trump will be taken down due to his various sexual shenanigans...

...and c…",deborah_combs,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
34,34,"@funder: We wouldn’t have to worry about Trump firing Mueller if Republicans in Congress passed a bill to protect him.

Please call @Sen…",ptrevino1194,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
35,35,@maggieNYT: Good piece&gt;&gt; https://t.co/RW5ROWExtn,michaelsen_erik,57,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
36,36,@matthewamiller: Does anyone still think he's not trying to cover up serious wrongdoing? There is really no other explanation left for h…,mjvitous,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
37,37,"@frontlinepbs: ""[Paul Ryan] thought that it would be easy to work with Trump, that the president just wanted wins... and that he wouldn’…",reader102002,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
38,38,"@frontlinepbs: “What the Republican establishment now know is Donald Trump is unequivocally the leader of the Republican Party,” former…",sumthing_witty,139,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
39,39,"@oddpatriot: #MAKEITRAIN 
@POTUS 
#Patriots
#Trump 
#TrumpTrain 
#MAGA 
#KAG 
#KAG2020 
#2A 
#2ADefender
#NRA
#Constitution 
#VETERANS
#…",jc2uok,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
40,40,DYENFIVMF https://t.co/TKH6TLvyTP,marvelexo,33,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
41,41,@MSNBC: Exclusive: @Maddow reports on what are believed to be Fmr. Acting Assistant AG Dana Boente's handwritten notes taken during talk…,jcb3791,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
42,42,"@RWPUSA: The House and Senate should be considering firing Trump. It’s time.

Trump considering firing Rosenstein to check Mueller @CNNP…",ednamaemae,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
43,43,@KassandraSeven: Dear Trump Voter: WTF Is Wrong With You!? https://t.co/kilFKtkxY8,bluemeuninck,85,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
44,44,"@Newsweek Trump ""maybe in shit hole countries.""",wynntx1,47,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
45,45,"@LivingInRevenge 

Spread the word!

https://t.co/SEIQNtkWtw",JasmineSonadora,60,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
46,46,"@Peter_Wehner: It doesn't matter to Trump courtiers that the Cohen raid was legal/handled through the proper channels, and they're indif…",itsmommy,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
47,47,@cristinalaila1: Trump Attorney Uncovers New Unmasking Docs Showing Samantha Power Actively Worked With Media to Undermine Trump During…,_Luv_MAGA,139,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
48,48,HOLY.  SHIT. https://t.co/SztklqLoBm,SoDakLiberal,36,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
49,49,"@ZevShalev: New: Trump’s psy-ops firm, @CamAnalytica also worked for Putin’s fake news op, IRA. Significant intersection of conspiracy?@…",acceentee,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
50,50,"@desusandmero: While everyone has been reporting on the Trump/Cohen FBI raids, Tucker Carlson is breaking the news on Panda pornography…",Gregular19,139,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
51,51,@ProgressOutlook: Donald Trump admitted that he shared highly classified information with the country that elected him. Surely Republica…,painter87048,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
52,52,"@RBReich Russians did not try to use Facebook to elect a president!

It was a troll farm trying to get click revenu… https://t.co/g2UUYOB5UJ",MitchRanda11,140,0,1,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
53,53,"@LisaDNews: To go w/ #FrontlinePBS' look now at Trump's struggle to deal w/ racism and Charlottesville, here's my piece on everything th…",stephenbranham1,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
54,54,@faiza_n_ali: Thanks to @BuzzFeedNews we can confirm that Republican officials in 49 states have openly attacked Muslims with words and…,PluniaZ,139,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
55,55,@chuckwoolery: BREAKING: Obama Holdover Accused of Corruption Approved Trump Lawyer Raid https://t.co/zG8c5aZJhK https://t.co/jwG896Bvgw,lany891,139,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
56,56,"@krassenstein: Trump Supporter Lou Dobbs posted the following Twitter poll: 

Do you believe the corrupt leadership and actions of the D…",ILoveMySteelers,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
57,57,"@tribelaw: No, @RandPaul, the raid wasn’t even directed by Mueller. It was done at the request of the US Atty’s Office for SDNY with cou…",IndivisibleMD,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
58,58,"@RVAwonk: Wow. @maddow obtained Dana Boente's handwritten, contemporaneous notes from his conversations with James Comey. And those note…",pms221969,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
59,59,Yes they do and they are disciplined unlike Trump. I doubt congress cares about rule of law anymore. People wanted… https://t.co/POCx8yOuq8,MaureenGaudet66,139,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
60,60,@JonRisinger: I love it. Zuckerberg is answering questions from the Senate about his shitty company. Trump is screaming on the front law…,anaverageyeti,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
61,61,@CHawksRun: @nocoinernormie @BobKerns @VictoriaVanHor7 @CHHolte @Sheika_Yerbouti @retiredfirstsgt @badrider71 @MstrKnowItAll @Maxeightye…,wildwillow65,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
62,62,@counterchekist: I’m getting tired of hearing about tRUmp’s ‘red line’ for firing Mueller. The criminal doesn’t get to tell law enforcem…,notrollingover,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
63,63,"@MarkWarner: With respect to my Republican colleagues, we're past the point of pretending this isn't happening. It's happening, and it's…",cheeriogrrrl,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
64,64,"@tribelaw: Anyone advising Trump he has power to remove Mueller better read  In re Hennen (1839), reaff’d by CJ Taft (1926) and CJ Rober…",lolaa1956,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
65,65,@CNN: Special counsel Robert Mueller’s investigators met with members of President Trump’s legal team on the same day that the FBI was l…,mharvey816,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
66,66,"@NormEisen: I have analyzed thousands of conflicts as a gov ethicist, &amp; argument WH is floating that Rosenstein has 1 b/c he is a potent…",calgirlinmo,144,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
67,67,"@SaysHummingbird: 300,000 Americans vow to protest across all 50 states if Trump fires Mueller.

Retweet if you are one of them.

#Firep…",MsActiviss,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
68,68,Trump Hotel to Employees: Dont Hire Relatives https://t.co/StGr0Xn3kr,amanewsnow,69,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
69,69,"@mog7546: #Maddow unveils NEW EVIDENCE REFUTING #Trump's claim that James Comey is lying about their conversations 

https://t.co/cbQdsp…",Stayguam,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
70,70,"@gabrielsherman: As Trump fumes about Cohen raid, Bolton and Kudlow are clashing with Kelly. My latest:
https://t.co/QER1fpfyKJ",Cricquette_,130,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
71,71,"@pjbruno79: It's amazing how it's the ""flag waving patriots"" who are calling for civil war and the killing of fellow Americans if Trump…",thomasperich,139,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
72,72,@BillKristol: I'm honored to be a founding director of Republicans for the Rule of Law. You (and President Trump) can see our first TV a…,Al_Czarnecki,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
73,73,"Bantah Trump, Emir Qatar Tegaskan Kesiapan Berantas Pendanaan Teroris https://t.co/rswqC4aoMt https://t.co/pjSG86qvMY",PutriAisyah81,117,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
74,74,@ChrisVanHollen: GOP leaders must stop burying their heads in the sand. If this isn’t a clear sign that we should unite immediately to p…,tempkt,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
75,75,"@MSNBC: Dana Boente, the FBI's general counsel who was in charge of the Russia investigation early in the Trump administration, has been…",JulietteWade,140,1,1,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
76,76,"@TheLoveBel0w: I hope Mueller gets Trump out of the WH, but we also need to be aware of the things he can't fix that got us here. There'…",Vikki8806,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
77,77,@funder: Any Republican in Congress who says they don’t need to #ProtectMueller is lying and is a traitor to America. They’re letting Tr…,MGDriscoll,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
78,78,@SethAbramson: PLEASE RT If you strenuously and unambiguously object to Trump firing Deputy Attorney General Rosenstein or Special Couns…,cypherone,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
79,79,@mike_Zollo: Why won’t creepy Mark #Zuckerberg define what hate speech is? Maybe he doesn’t want to answer because hate speech according…,Beans4memes,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
80,80,"@sumariumcom: Trump cancela su viaje a América Latina: no asistirá a la Cumbre de las Américas-
https://t.co/Z0YJpUK1cV https://t.co/FmX…",cadula,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
81,81,"@SaysHummingbird: ""The search warrant for Michael Cohen’s office was sought by a US Attorney appointed by the President and approved by…",NicoleDOlivares,139,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
82,82,"@maxwelltani: Last night on Hannity, Dershowitz literally said: ""I don't give advice to the president. Except on television - if he want…",RachelChauvin1,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
83,83,"@ComfortablySmug: Trump got Gorsuch in the Supreme Court, he defeated ISIS, he passed tax reform, North Korea is surrendering, China wav…",wolverinenyc1,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
84,84,"@KaivanShroff: Hi America,

IF TRUMP FIRES MUELLER, the minute the news breaks — start your clock. 

Stay home. 
Don’t go to work.
Don’t…",MargheimRon,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
85,85,LOOKS Like Laura @lauraingle went to ... Trump Re education Camp on her vacation ..  @morningmika @AP @MaddowBlog https://t.co/FehlObsAC7,NancyWonderful,137,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
86,86,"@RepStevenSmith: One thing about @AlanDersh: he follows the LAW. He's exactly the opposite of a guy like #Rosenstein.

REPORT: Alan Ders…",amystanley4242,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
87,87,"@Vegas040805: He tuned into Fox News, they said, watched reports about the so-called deep state looking to sink his presidency &amp; became…",viphires,143,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
88,88,@funder: BREAKING: Trump just canceled his trip to South America. White House says they canceled the trip so Trump could focus on the US…,funder,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
89,89,"@B52Malmet: Anyone can follow in the fired footsteps of Sally Yates, James Comey and Andrew McCabe- and the investigation will go on. Ev…",cherylt73175242,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
90,90,@RVAwonk: Zuckerberg is still claiming Facebook didn't know that Cambridge Analytica had not deleted the data it harvested. But Facebook…,TraceyTorres,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
91,91,@Lrihendry: Anyone else notice that every time Trump tries to pull out of Syria a chemical attack happens?,muthonikimathi,109,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
92,92,"@desusandmero: While everyone has been reporting on the Trump/Cohen FBI raids, Tucker Carlson is breaking the news on Panda pornography…",Leo_Feliciano7,139,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
93,93,Sad but necessary https://t.co/x7tCFCwqJP,chasegallagher,41,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
94,94,@MariaBartiromo your right . It is about rule of law. #RobertMueller approved by @GOP and #Dems. #MichaelCohen raid… https://t.co/IEYhCQFgvP,trumpluver2016,140,0,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
95,95,"@ClintonMSix14: For a show of force

If you stand with Donald Trump 🙏

Retweet!!
@realDonaldTrump https://t.co/r75YjwiHih",C3rvantes,124,1,0,0,0,1,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
96,96,"@maggieNYT: Dershowitz got very upset when reporters wrote that he had defended Trump on TV months ago, despite him having done precisel…",patina626,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
97,97,"@neeratanden: My Sisters and Brothers in Resistance:
I don’t know if Trump will attack the rule of law by curtailing the special prosecu…",mariem211,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
98,98,@starcrosswolf: John Bolton just kicked things off by booting Homeland Security Advisor Tom Bossert. This follows the departure of now-f…,EOLeinberger,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
99,99,"@aliasvaughn: IN case you missed my previou RT below. TRUMP SOUGHT TO FIRE MUELLER IN DECEMBER, per NY TIMES. 
It's time to call McConne…",Domdalom,140,1,0,0,1,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
100,100,AP: FBI raid related to payments to women accusing Trump https://t.co/933hfIUwe6 https://t.co/r0rN7lEDnt,WGAL,104,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
101,101,"@thehill: WATCH: Reporter asks Sarah Sanders if Trump has ""thought about stepping down"" https://t.co/ofUiSFNspB https://t.co/68dbaWrAVq",frigganfrankie,138,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
102,102,"@rolandscahill: The deep state hired Stormy Daniels to have sex with Trump back in 2006, knowing it would bring down his presidency in 2…",slater_rose,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
103,103,"Read this thread and tell me where she’s wrong. Sub GOP for Trump in my opinion, but same thing. This should make u… https://t.co/QUuJrH0u3u",heydtrain,140,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
104,104,"@funder: ""Lindsey Graham made it clear today the only option was a regime change in Syria. He basically said we need to take out Assad.…",Rocketj21,139,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
105,105,"The Law Is Coming, Mr. Trump https://t.co/khLhrKc4sL",majormarginal,52,0,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
106,106,@Mediaite: CNN’s Toobin Swipes at Dershowitz Over Reported Dinner with Trump: 'He Has Picked Sides' https://t.co/GNcG41g4v4 (VIDEO) http…,jAndrewSnell,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
107,107,"@CoreyLMJones: Mark Zuckerberg said that Facebook censors “hate speech.”

Liberals define “hate speech” as:
-Supporting Trump
-Being Pro…",jake_prater,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
108,108,"@sweetnonnie: FBI Raid on Trump's Fixer included Cohen's Taxi Business Ties to Russian Investors, Organized Crime https://t.co/WHpjMCNpm8",ShainEThomas,140,1,1,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
109,109,"@tribelaw: Good for @BillKristol, a guy with a moral compass even if I don’t always agree with where it points . . . https://t.co/HSzJxE…",simsron,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
110,110,"@Talat_enverovic: İngilizler Trumpın Rusyaya karşı Suçla
ma ve tehditlerinden çok mutlu olmuş.
Bu kör ve sağır ağırlamalarından zaten
aç…",mehtap79200681,140,1,0,0,0,0,NEUTRAL,0.0029816434253007174,0.009638397954404354,0.9677344560623169,0.019645456224679947
